date,name,pos_percentage,voters_count,url
2020-1-4,Nordic Storm Solitaire,,,https://store.steampowered.com/app/1203050/Nordic_Storm_Solitaire/?snr=1_7_7_240_150_51
2020-1-5,Coin Pickers,73,15,https://store.steampowered.com/app/1199060/Coin_Pickers/?snr=1_7_7_240_150_51
2020-1-5,Nexoria: Dungeon Rogue Heroes,70,27,https://store.steampowered.com/app/932210/Nexoria_Dungeon_Rogue_Heroes/?snr=1_7_7_240_150_47
2020-1-5,Nexoria: Dungeon Rogue Heroes,70,27,https://store.steampowered.com/app/932210/Nexoria_Dungeon_Rogue_Heroes/?snr=1_7_7_240_150_51
2020-1-5,Girls' civilization,68,214,https://store.steampowered.com/app/960740/Girls_civilization/?snr=1_7_7_240_150_51
2020-1-5,Taboos: Flower,,,https://store.steampowered.com/app/1082240/Taboos_Flower/?snr=1_7_7_240_150_51
2020-1-6,Guardians Of Rings,50,10,https://store.steampowered.com/app/1200400/Guardians_Of_Rings/?snr=1_7_7_240_150_51
2020-1-6,The Orphan A Tale of An Errant Ghost - Hidden Object Game,15,13,https://store.steampowered.com/app/1176560/The_Orphan_A_Tale_of_An_Errant_Ghost__Hidden_Object_Game/?snr=1_7_7_240_150_51
2020-1-6,MMORPG Tycoon 2,71,14,https://store.steampowered.com/app/486860/MMORPG_Tycoon_2/?snr=1_7_7_240_150_51
2020-1-6,Beyond Senses,64,14,https://store.steampowered.com/app/924740/Beyond_Senses/?snr=1_7_7_240_150_51
2020-1-6,ReversiQuest2,69,36,https://store.steampowered.com/app/1205620/ReversiQuest2/?snr=1_7_7_240_150_51
2020-1-6,BARRICADEZ,77,85,https://store.steampowered.com/app/1131930/BARRICADEZ/?snr=1_7_7_240_150_51
2020-1-6,Fighting Moore,,,https://store.steampowered.com/app/1166130/Fighting_Moore/?snr=1_7_7_240_150_46
2020-1-6,Hope of Humanity - Digital Wallpaper Pack,,,https://store.steampowered.com/app/1219660/Hope_of_Humanity__Digital_Wallpaper_Pack/?snr=1_7_7_240_150_51
2020-1-6,Sealer Assist,,,https://store.steampowered.com/app/751920/Sealer_Assist/?snr=1_7_7_240_150_51
2020-1-6,CONSTRUCT,,,https://store.steampowered.com/app/1212680/CONSTRUCT/?snr=1_7_7_240_150_51
2020-1-6,Fighting Moore,,,https://store.steampowered.com/app/1166130/Fighting_Moore/?snr=1_7_7_240_150_51
2020-1-7,WAKFU - Eliocalypse Pack,50,10,https://store.steampowered.com/app/1214290/WAKFU__Eliocalypse_Pack/?snr=1_7_7_240_150_51
2020-1-7,PROP AND SEEK®,77,115,https://store.steampowered.com/app/1131720/PROP_AND_SEEK/?snr=1_7_7_240_150_51
2020-1-7,Lands of Pharaoh: Episode 1,,,https://store.steampowered.com/app/1174200/Lands_of_Pharaoh_Episode_1/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - D&D Classics: PHBR12 The Complete Paladin's Handbook (2E),,,https://store.steampowered.com/app/1206830/Fantasy_Grounds__DD_Classics_PHBR12_The_Complete_Paladins_Handbook_2E/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Mini-Dungeon Monthly #6 (5E),,,https://store.steampowered.com/app/1192180/Fantasy_Grounds__MiniDungeon_Monthly_6_5E/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Devin Night Token Pack: Creature Codex 1: Aatxe - Cueyatl (Token Pack),,,https://store.steampowered.com/app/1207550/Fantasy_Grounds__Devin_Night_Token_Pack_Creature_Codex_1_Aatxe__Cueyatl_Token_Pack/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Jans Token Pack 010 - Heroes 3 (Token Pack),,,https://store.steampowered.com/app/1213160/Fantasy_Grounds__Jans_Token_Pack_010__Heroes_3_Token_Pack/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Jans Tokenpack 011 - Countryside Villagers (Token Pack),,,https://store.steampowered.com/app/1207530/Fantasy_Grounds__Jans_Tokenpack_011__Countryside_Villagers_Token_Pack/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Heroes of High Fantasy: Artifices of Quartztoil Tower (5E),,,https://store.steampowered.com/app/1210350/Fantasy_Grounds__Heroes_of_High_Fantasy_Artifices_of_Quartztoil_Tower_5E/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Map Pin - The Red Wolf Tavern (PFRPG2),,,https://store.steampowered.com/app/1216020/Fantasy_Grounds__Map_Pin__The_Red_Wolf_Tavern_PFRPG2/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Sinful Whispers (5E),,,https://store.steampowered.com/app/1216000/Fantasy_Grounds__Sinful_Whispers_5E/?snr=1_7_7_240_150_51
2020-1-7,Fantasy Grounds - Shaintar JumpStart (Savage Worlds),,,https://store.steampowered.com/app/1218990/Fantasy_Grounds__Shaintar_JumpStart_Savage_Worlds/?snr=1_7_7_240_150_51
2020-1-8,Free Company VR,56,25,https://store.steampowered.com/app/1051850/Free_Company_VR/?snr=1_7_7_240_150_51
2020-1-8,INTERSTELLAR PRIME,65,35,https://store.steampowered.com/app/644000/INTERSTELLAR_PRIME/?snr=1_7_7_240_150_51
2020-1-8,Color Blocks - Relax Puzzle,,,https://store.steampowered.com/app/1178300/Color_Blocks__Relax_Puzzle/?snr=1_7_7_240_150_50
2020-1-8,探灵笔记-万灵碧丽服（限定）非卖,,,https://store.steampowered.com/app/1209230/_/?snr=1_7_7_240_150_51
2020-1-8,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Cats 2,,,https://store.steampowered.com/app/1088490/Jigsaw_Puzzle_Pack__Pixel_Puzzles_Ultimate_Cats_2/?snr=1_7_7_240_150_51
2020-1-8,Infection,,,https://store.steampowered.com/app/1203850/Infection/?snr=1_7_7_240_150_51
2020-1-8,Tabletopia - Wingspan: European Expansion,,,https://store.steampowered.com/app/1217910/Tabletopia__Wingspan_European_Expansion/?snr=1_7_7_240_150_51
2020-1-8,Talshard - Soundtrack,,,https://store.steampowered.com/app/1208280/Talshard__Soundtrack/?snr=1_7_7_240_150_51
2020-1-9,Flirt Balls,100,10,https://store.steampowered.com/app/1212860/Flirt_Balls/?snr=1_7_7_240_150_51
2020-1-9,Nuclear Arms Race,55,18,https://store.steampowered.com/app/1176780/Nuclear_Arms_Race/?snr=1_7_7_240_150_51
2020-1-9,Seek Girl Ⅳ,89,37,https://store.steampowered.com/app/1212830/Seek_Girl/?snr=1_7_7_240_150_51
2020-1-9,Grim Clicker,77,48,https://store.steampowered.com/app/1160750/Grim_Clicker/?snr=1_7_7_240_150_51
2020-1-9,Football School,75,72,https://store.steampowered.com/app/1087110/Football_School/?snr=1_7_7_240_150_51
2020-1-9,Seek Girl Ⅱ: Fresh,67,96,https://store.steampowered.com/app/1213540/Seek_Girl__Fresh/?snr=1_7_7_240_150_51
2020-1-9,Color ball,,,https://store.steampowered.com/app/1216190/Color_ball/?snr=1_7_7_240_150_51
2020-1-9,Nuclear Arms Race - Supporter pack,,,https://store.steampowered.com/app/1180980/Nuclear_Arms_Race__Supporter_pack/?snr=1_7_7_240_150_51
2020-1-9,Super Jigsaw Puzzle: Generations - Random Puzzles 2,,,https://store.steampowered.com/app/1204090/Super_Jigsaw_Puzzle_Generations__Random_Puzzles_2/?snr=1_7_7_240_150_51
2020-10-1,Sudoku Starry Sky,54,11,https://store.steampowered.com/app/1408530/Sudoku_Starry_Sky/?snr=1_7_7_240_150_21
2020-10-1,Cellyon: Boss Confrontation,76,13,https://store.steampowered.com/app/802120/Cellyon_Boss_Confrontation/?snr=1_7_7_240_150_26
2020-10-1,Draft Day Sports: Pro Football 2021,61,36,https://store.steampowered.com/app/1392030/Draft_Day_Sports_Pro_Football_2021/?snr=1_7_7_240_150_26
2020-10-1,Defeated Girl,78,38,https://store.steampowered.com/app/1205260/Defeated_Girl/?snr=1_7_7_240_150_26
2020-10-1,Dragon Souls,66,65,https://store.steampowered.com/app/510370/Dragon_Souls/?snr=1_7_7_240_150_26
2020-10-1,Circadian City,82,102,https://store.steampowered.com/app/1045430/Circadian_City/?snr=1_7_7_240_150_26
2020-10-1,STAR WARS™: Squadrons,62,290,https://store.steampowered.com/app/1222730/STAR_WARS_Squadrons/?snr=1_7_7_240_150_26
2020-10-1,赛博侦探：艾尔塔特,,,https://store.steampowered.com/app/1413550/_/?snr=1_7_7_240_150_22
2020-10-1,赛博侦探：艾尔塔特,,,https://store.steampowered.com/app/1413550/_/?snr=1_7_7_240_150_24
2020-10-1,No Skill Cost - Dragon Lapis,,,https://store.steampowered.com/app/1382613/No_Skill_Cost__Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,Full Restore - Dragon Lapis,,,https://store.steampowered.com/app/1382612/Full_Restore__Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,Damage x2 - Dragon Lapis,,,https://store.steampowered.com/app/1382611/Damage_x2__Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,No Encounters - Dragon Lapis,,,https://store.steampowered.com/app/1382610/No_Encounters__Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,Experience x3 - Dragon Lapis,,,https://store.steampowered.com/app/1382600/Experience_x3__Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,Dragon Lapis,,,https://store.steampowered.com/app/1369740/Dragon_Lapis/?snr=1_7_7_240_150_26
2020-10-1,Oraiah,,,https://store.steampowered.com/app/1422080/Oraiah/?snr=1_7_7_240_150_26
2020-10-1,Nice to NO you,,,https://store.steampowered.com/app/1413890/Nice_to_NO_you/?snr=1_7_7_240_150_26
2020-10-1,Buzzle,,,https://store.steampowered.com/app/1414600/Buzzle/?snr=1_7_7_240_150_26
2020-10-1,New Yankee 9: The Evil Spellbook,,,https://store.steampowered.com/app/1416430/New_Yankee_9_The_Evil_Spellbook/?snr=1_7_7_240_150_26
2020-10-1,Tactical Three Kingdoms (3 Kingdoms) - Strategy & War,,,https://store.steampowered.com/app/1166310/Tactical_Three_Kingdoms_3_Kingdoms__Strategy__War/?snr=1_7_7_240_150_41
2020-10-10,The Viking Way,54,199,https://store.steampowered.com/app/1377540/The_Viking_Way/?snr=1_7_7_240_150_24
2020-10-12,街机金蟾捕鱼2,39,33,https://store.steampowered.com/app/1403750/2/?snr=1_7_7_240_150_24
2020-10-12,Cardpocalypse,93,72,https://store.steampowered.com/app/904400/Cardpocalypse/?snr=1_7_7_240_150_24
2020-10-12,Epicinium,93,132,https://store.steampowered.com/app/1286730/Epicinium/?snr=1_7_7_240_150_24
2020-10-12,Cybernetica: fallen city,,,https://store.steampowered.com/app/1432930/Cybernetica_fallen_city/?snr=1_7_7_240_150_24
2020-10-12,Sponsor-A-Planet,,,https://store.steampowered.com/app/1404970/SponsorAPlanet/?snr=1_7_7_240_150_24
2020-10-12,Sponsor-A-Planet,,,https://store.steampowered.com/app/1404970/SponsorAPlanet/?snr=1_7_7_240_150_24
2020-10-12,Hexagon Heroes,,,https://store.steampowered.com/app/1262380/Hexagon_Heroes/?snr=1_7_7_240_150_24
2020-10-12,CasinoLife Poker - Deluxe Starter Pack,,,https://store.steampowered.com/app/1428120/CasinoLife_Poker__Deluxe_Starter_Pack/?snr=1_7_7_240_150_24
2020-10-12,CasinoLife Poker - Intermediate Starter Pack,,,https://store.steampowered.com/app/1424000/CasinoLife_Poker__Intermediate_Starter_Pack/?snr=1_7_7_240_150_24
2020-10-12,CasinoLife Poker - Basic Starter Pack,,,https://store.steampowered.com/app/1428121/CasinoLife_Poker__Basic_Starter_Pack/?snr=1_7_7_240_150_24
2020-10-13,SPACE / MECH / PILOT,72,11,https://store.steampowered.com/app/1398390/SPACE__MECH__PILOT/?snr=1_7_7_240_150_24
2020-10-13,The Haunted House of Doom,100,12,https://store.steampowered.com/app/781920/The_Haunted_House_of_Doom/?snr=1_7_7_240_150_24
2020-10-13,Vectromirror™,71,14,https://store.steampowered.com/app/1386990/Vectromirror/?snr=1_7_7_240_150_24
2020-10-13,Gravity Field,84,86,https://store.steampowered.com/app/1425250/Gravity_Field/?snr=1_7_7_240_150_24
2020-10-13,PAGO FOREST: TOWER DEFENSE,,,https://store.steampowered.com/app/1425270/PAGO_FOREST_TOWER_DEFENSE/?snr=1_7_7_240_150_22
2020-10-13,P.I.D.,,,https://store.steampowered.com/app/1388260/PID/?snr=1_7_7_240_150_24
2020-10-13,黑金之魂,,,https://store.steampowered.com/app/1316970/_/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Tome of Beasts 2,,,https://store.steampowered.com/app/1443970/Fantasy_Grounds__Tome_of_Beasts_2/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Destroyer of Worlds,,,https://store.steampowered.com/app/1441660/Fantasy_Grounds__Destroyer_of_Worlds/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Alien the Roleplaying Game,,,https://store.steampowered.com/app/1441600/Fantasy_Grounds__Alien_the_Roleplaying_Game/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Rise of the Drow: Underworld Encounters,,,https://store.steampowered.com/app/1435340/Fantasy_Grounds__Rise_of_the_Drow_Underworld_Encounters/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Construct Handbook,,,https://store.steampowered.com/app/1419420/Fantasy_Grounds__Pathfinder_RPG__Campaign_Setting_Construct_Handbook/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Quest #12: Putrid Seeds,,,https://store.steampowered.com/app/1439670/Fantasy_Grounds__Pathfinder_2_RPG__Pathfinder_Society_Quest_12_Putrid_Seeds/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Savage Worlds Over-Sized Action Deck,,,https://store.steampowered.com/app/1382050/Fantasy_Grounds__Savage_Worlds_OverSized_Action_Deck/?snr=1_7_7_240_150_24
2020-10-13,Fantasy Grounds - Fantasy Grounds Art Pack 2019,,,https://store.steampowered.com/app/1410940/Fantasy_Grounds__Fantasy_Grounds_Art_Pack_2019/?snr=1_7_7_240_150_24
2020-10-13,Active Neurons 3 - New 7 Wonders Of The World,,,https://store.steampowered.com/app/1422720/Active_Neurons_3__New_7_Wonders_Of_The_World/?snr=1_7_7_240_150_24
2020-10-13,SPACE / MECH / PILOT - The Universe Drive,,,https://store.steampowered.com/app/1400160/SPACE__MECH__PILOT__The_Universe_Drive/?snr=1_7_7_240_150_24
2020-10-13,Chaos Combat Chess - VIP - 3 month,,,https://store.steampowered.com/app/1400051/Chaos_Combat_Chess__VIP__3_month/?snr=1_7_7_240_150_24
2020-10-13,Chaos Combat Chess - VIP - 1 month,,,https://store.steampowered.com/app/1400050/Chaos_Combat_Chess__VIP__1_month/?snr=1_7_7_240_150_24
2020-10-13,Red Wings: Aces of the Sky,,,https://store.steampowered.com/app/1140630/Red_Wings_Aces_of_the_Sky/?snr=1_7_7_240_150_24
2020-10-13,Dung Beetle Strike,,,https://store.steampowered.com/app/1402060/Dung_Beetle_Strike/?snr=1_7_7_240_150_24
2020-10-13,PAGO FOREST: TOWER DEFENSE,,,https://store.steampowered.com/app/1425270/PAGO_FOREST_TOWER_DEFENSE/?snr=1_7_7_240_150_24
2020-10-13,P.I.D.,,,https://store.steampowered.com/app/1388260/PID/?snr=1_7_7_240_150_25
2020-10-13,Dung Beetle Strike,,,https://store.steampowered.com/app/1402060/Dung_Beetle_Strike/?snr=1_7_7_240_150_25
2020-10-14,"Cook, Serve, Delicious! 3?!",90,11,https://store.steampowered.com/app/1000030/Cook_Serve_Delicious_3/?snr=1_7_7_240_150_24
2020-10-14,Abracadabrew,100,13,https://store.steampowered.com/app/1233250/Abracadabrew/?snr=1_7_7_240_150_24
2020-10-14,ISOLAND: The Amusement Park,94,17,https://store.steampowered.com/app/1307380/ISOLAND_The_Amusement_Park/?snr=1_7_7_240_150_24
2020-10-14,Partisans 1941 - Supporter Pack,95,23,https://store.steampowered.com/app/1439000/Partisans_1941__Supporter_Pack/?snr=1_7_7_240_150_24
2020-10-14,Burger Joint,100,34,https://store.steampowered.com/app/1379380/Burger_Joint/?snr=1_7_7_240_150_24
2020-10-14,The Heroic Legend of Eagarlnia,87,54,https://store.steampowered.com/app/1116880/The_Heroic_Legend_of_Eagarlnia/?snr=1_7_7_240_150_24
2020-10-14,Eternal Return: Black Survival Starter Pack,89,69,https://store.steampowered.com/app/1412520/Eternal_Return_Black_Survival_Starter_Pack/?snr=1_7_7_240_150_24
2020-10-14,Partisans 1941,80,145,https://store.steampowered.com/app/1227530/Partisans_1941/?snr=1_7_7_240_150_24
2020-10-14,Eternal Return: Black Survival,78,1886,https://store.steampowered.com/app/1049590/Eternal_Return_Black_Survival/?snr=1_7_7_240_150_24
2020-10-14,LemWars,,,https://store.steampowered.com/app/1400360/LemWars/?snr=1_7_7_240_150_24
2020-10-14,Robot Rogue,,,https://store.steampowered.com/app/1429260/Robot_Rogue/?snr=1_7_7_240_150_24
2020-10-14,Partisans 1941 Soundtrack,,,https://store.steampowered.com/app/1236710/Partisans_1941_Soundtrack/?snr=1_7_7_240_150_24
2020-10-14,Bunker Defense,,,https://store.steampowered.com/app/912900/Bunker_Defense/?snr=1_7_7_240_150_24
2020-10-14,Frostfire Planet,,,https://store.steampowered.com/app/1221880/Frostfire_Planet/?snr=1_7_7_240_150_24
2020-10-14,Modern Arena DLC - Character Selection,,,https://store.steampowered.com/app/1438770/Modern_Arena_DLC__Character_Selection/?snr=1_7_7_240_150_24
2020-10-14,LemWars,,,https://store.steampowered.com/app/1400360/LemWars/?snr=1_7_7_240_150_26
2020-10-14,Bunker Defense,,,https://store.steampowered.com/app/912900/Bunker_Defense/?snr=1_7_7_240_150_37
2020-10-15,Graviteam Tactics: Edge of Storm,100,10,https://store.steampowered.com/app/1246032/Graviteam_Tactics_Edge_of_Storm/?snr=1_7_7_240_150_24
2020-10-15,Space Crew,80,15,https://store.steampowered.com/app/1176710/Space_Crew/?snr=1_7_7_240_150_24
2020-10-15,Adorable Crush,88,17,https://store.steampowered.com/app/1266800/Adorable_Crush/?snr=1_7_7_240_150_24
2020-10-15,Tears of Avia,43,41,https://store.steampowered.com/app/461510/Tears_of_Avia/?snr=1_7_7_240_150_24
2020-10-15,Expansion - Hearts of Iron IV: Battle for the Bosporus,40,52,https://store.steampowered.com/app/1348660/Expansion__Hearts_of_Iron_IV_Battle_for_the_Bosporus/?snr=1_7_7_240_150_24
2020-10-15,Ring of Pain,95,102,https://store.steampowered.com/app/998740/Ring_of_Pain/?snr=1_7_7_240_150_24
2020-10-15,Ring of Pain,95,102,https://store.steampowered.com/app/998740/Ring_of_Pain/?snr=1_7_7_240_150_37
2020-10-15,Kingdom Rush Vengeance - Tower Defense,97,225,https://store.steampowered.com/app/1367550/Kingdom_Rush_Vengeance__Tower_Defense/?snr=1_7_7_240_150_24
2020-10-15,Kingdom Rush Vengeance - Tower Defense,97,225,https://store.steampowered.com/app/1367550/Kingdom_Rush_Vengeance__Tower_Defense/?snr=1_7_7_240_150_25
2020-10-15,Age of Empires III: Definitive Edition,85,1324,https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/?snr=1_7_7_240_150_24
2020-10-15,Escape Knox Manor,,,https://store.steampowered.com/app/1382180/Escape_Knox_Manor/?snr=1_7_7_240_150_23
2020-10-15,Aries,,,https://store.steampowered.com/app/1080200/Aries/?snr=1_7_7_240_150_24
2020-10-15,Touch Typing Home Row Speed Grinder - Eyes Only Skin,,,https://store.steampowered.com/app/1450820/Touch_Typing_Home_Row_Speed_Grinder__Eyes_Only_Skin/?snr=1_7_7_240_150_24
2020-10-15,Farm & Puzzle,,,https://store.steampowered.com/app/1433980/Farm__Puzzle/?snr=1_7_7_240_150_24
2020-10-15,In the House of Silence,,,https://store.steampowered.com/app/1378870/In_the_House_of_Silence/?snr=1_7_7_240_150_24
2020-10-15,Hex Slayer,,,https://store.steampowered.com/app/1408350/Hex_Slayer/?snr=1_7_7_240_150_24
2020-10-15,Sneak In: a zuma game,,,https://store.steampowered.com/app/1061550/Sneak_In_a_zuma_game/?snr=1_7_7_240_150_24
2020-10-15,What The Fork,,,https://store.steampowered.com/app/1018950/What_The_Fork/?snr=1_7_7_240_150_24
2020-10-15,Super Jigsaw Puzzle: Generations - Random Animals Puzzles,,,https://store.steampowered.com/app/1246186/Super_Jigsaw_Puzzle_Generations__Random_Animals_Puzzles/?snr=1_7_7_240_150_24
2020-10-15,Nyanco Mine - Happy Pack,,,https://store.steampowered.com/app/1435260/Nyanco_Mine__Happy_Pack/?snr=1_7_7_240_150_24
2020-10-15,NYANCO MINE,,,https://store.steampowered.com/app/1435160/NYANCO_MINE/?snr=1_7_7_240_150_24
2020-10-15,Next Earth: The Journey Trilogy™,,,https://store.steampowered.com/app/1353660/Next_Earth_The_Journey_Trilogy/?snr=1_7_7_240_150_24
2020-10-15,What The Fork,,,https://store.steampowered.com/app/1018950/What_The_Fork/?snr=1_7_7_240_150_25
2020-10-15,Sneak In: a zuma game,,,https://store.steampowered.com/app/1061550/Sneak_In_a_zuma_game/?snr=1_7_7_240_150_25
2020-10-15,The Ninth Way,,,https://store.steampowered.com/app/1295910/The_Ninth_Way/?snr=1_7_7_240_150_38
2020-10-16,Religion inc God Simulator,68,16,https://store.steampowered.com/app/1388130/Religion_inc_God_Simulator/?snr=1_7_7_240_150_23
2020-10-16,Gallic Wars: Battle Simulator Prologue,68,16,https://store.steampowered.com/app/1431630/Gallic_Wars_Battle_Simulator_Prologue/?snr=1_7_7_240_150_23
2020-10-16,Mesmer,80,20,https://store.steampowered.com/app/1308760/Mesmer/?snr=1_7_7_240_150_23
2020-10-16,Mesmer,80,20,https://store.steampowered.com/app/1308760/Mesmer/?snr=1_7_7_240_150_25
2020-10-16,Crown Trick,40,54,https://store.steampowered.com/app/1000010/Crown_Trick/?snr=1_7_7_240_150_24
2020-10-16,In Silence,72,233,https://store.steampowered.com/app/1361000/In_Silence/?snr=1_7_7_240_150_23
2020-10-16,Cruel TD,,,https://store.steampowered.com/app/1400650/Cruel_TD/?snr=1_7_7_240_150_23
2020-10-16,DemonCrawl Halloween Soundtrack,,,https://store.steampowered.com/app/1450630/DemonCrawl_Halloween_Soundtrack/?snr=1_7_7_240_150_23
2020-10-16,The mouse and the cheese,,,https://store.steampowered.com/app/1396950/The_mouse_and_the_cheese/?snr=1_7_7_240_150_23
2020-10-16,Cyborg Earthworm,,,https://store.steampowered.com/app/1212760/Cyborg_Earthworm/?snr=1_7_7_240_150_23
2020-10-16,Partisans 1941 - Artbook & Strategy Guide,,,https://store.steampowered.com/app/1439001/Partisans_1941__Artbook__Strategy_Guide/?snr=1_7_7_240_150_23
2020-10-16,SUPERFIGHT - The History Deck,,,https://store.steampowered.com/app/677540/SUPERFIGHT__The_History_Deck/?snr=1_7_7_240_150_23
2020-10-16,JungleKnight - 扩展包,,,https://store.steampowered.com/app/1440250/JungleKnight/?snr=1_7_7_240_150_24
2020-10-16,BAO,,,https://store.steampowered.com/app/1370220/BAO/?snr=1_7_7_240_150_24
2020-10-16,Cyborg Earthworm,,,https://store.steampowered.com/app/1212760/Cyborg_Earthworm/?snr=1_7_7_240_150_25
2020-10-18,JUST A GAME,,,https://store.steampowered.com/app/1360890/JUST_A_GAME/?snr=1_7_7_240_150_23
2020-10-19,Stacker Puzzle,100,12,https://store.steampowered.com/app/1436490/Stacker_Puzzle/?snr=1_7_7_240_150_23
2020-10-19,Kings Town,86,15,https://store.steampowered.com/app/1387010/Kings_Town/?snr=1_7_7_240_150_23
2020-10-19,HoneyLand,100,22,https://store.steampowered.com/app/1429480/HoneyLand/?snr=1_7_7_240_150_23
2020-10-19,Tsuro - The Game of The Path,95,41,https://store.steampowered.com/app/1397470/Tsuro__The_Game_of_The_Path/?snr=1_7_7_240_150_23
2020-10-19,Kine,95,46,https://store.steampowered.com/app/824570/Kine/?snr=1_7_7_240_150_23
2020-10-19,Kine,95,46,https://store.steampowered.com/app/824570/Kine/?snr=1_7_7_240_150_26
2020-10-19,Paper Shakespeare: The Legend of Rainbow Hollow: Unlimited Repeats for Professional Gamers Only,,,https://store.steampowered.com/app/831390/Paper_Shakespeare_The_Legend_of_Rainbow_Hollow_Unlimited_Repeats_for_Professional_Gamers_Only/?snr=1_7_7_240_150_23
2020-10-19,Warhammer Underworlds: Online - Warband: The Chosen Axes,,,https://store.steampowered.com/app/1421580/Warhammer_Underworlds_Online__Warband_The_Chosen_Axes/?snr=1_7_7_240_150_23
2020-10-19,Chessers,,,https://store.steampowered.com/app/868730/Chessers/?snr=1_7_7_240_150_23
2020-10-19,MahJong - Medieval Fantasy,,,https://store.steampowered.com/app/1431210/MahJong__Medieval_Fantasy/?snr=1_7_7_240_150_23
2020-10-19,Dangerous Lands 2 - Evil Ascension,,,https://store.steampowered.com/app/1283740/Dangerous_Lands_2__Evil_Ascension/?snr=1_7_7_240_150_23
2020-10-19,Monstermonger,,,https://store.steampowered.com/app/1430820/Monstermonger/?snr=1_7_7_240_150_23
2020-10-19,Input Out,,,https://store.steampowered.com/app/1361950/Input_Out/?snr=1_7_7_240_150_23
2020-10-19,RagDoll MadDoll,,,https://store.steampowered.com/app/1434470/RagDoll_MadDoll/?snr=1_7_7_240_150_23
2020-10-2,A pirate quartermaster,76,25,https://store.steampowered.com/app/1112580/A_pirate_quartermaster/?snr=1_7_7_240_150_26
2020-10-2,A pirate quartermaster,76,25,https://store.steampowered.com/app/1112580/A_pirate_quartermaster/?snr=1_7_7_240_150_36
2020-10-20,Solasta: Crown of the Magister - Supporter Pack,100,14,https://store.steampowered.com/app/1438980/Solasta_Crown_of_the_Magister__Supporter_Pack/?snr=1_7_7_240_150_23
2020-10-20,Recruit One,95,23,https://store.steampowered.com/app/1438760/Recruit_One/?snr=1_7_7_240_150_23
2020-10-20,Project Hospital - Traumatology Department,96,32,https://store.steampowered.com/app/1423900/Project_Hospital__Traumatology_Department/?snr=1_7_7_240_150_23
2020-10-20,Drone Swarm,65,136,https://store.steampowered.com/app/401760/Drone_Swarm/?snr=1_7_7_240_150_23
2020-10-20,Chaos Combat Chess,75,226,https://store.steampowered.com/app/1267240/Chaos_Combat_Chess/?snr=1_7_7_240_150_23
2020-10-20,Blood of Steel,78,237,https://store.steampowered.com/app/567630/Blood_of_Steel/?snr=1_7_7_240_150_23
2020-10-20,Solasta: Crown of the Magister,91,319,https://store.steampowered.com/app/1096530/Solasta_Crown_of_the_Magister/?snr=1_7_7_240_150_23
2020-10-20,Electioneering,,,https://store.steampowered.com/app/1377280/Electioneering/?snr=1_7_7_240_150_23
2020-10-20,This Is Not Chess,,,https://store.steampowered.com/app/1399040/This_Is_Not_Chess/?snr=1_7_7_240_150_23
2020-10-20,Bloodwolf,,,https://store.steampowered.com/app/1417340/Bloodwolf/?snr=1_7_7_240_150_23
2020-10-20,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Guide to Darkmoon Vale,,,https://store.steampowered.com/app/1427170/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Chronicles_Guide_to_Darkmoon_Vale/?snr=1_7_7_240_150_23
2020-10-20,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Gods & Magic,,,https://store.steampowered.com/app/1427180/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Chronicles_Gods__Magic/?snr=1_7_7_240_150_23
2020-10-20,Fantasy Grounds - Pathfinder RPG - Pathfinder Chronicles: Into the Darklands,,,https://store.steampowered.com/app/1427190/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Chronicles_Into_the_Darklands/?snr=1_7_7_240_150_23
2020-10-20,Fantasy Grounds - Chariot of the Gods,,,https://store.steampowered.com/app/1446190/Fantasy_Grounds__Chariot_of_the_Gods/?snr=1_7_7_240_150_23
