,date,name,pos_percentage,voters_count,url
3473,2020-07-10,Mini Army Tactics Medieval,,,https://store.steampowered.com/app/1353690/Mini_Army_Tactics_Medieval/?snr=1_7_7_240_150_34
3474,2020-07-10,Rock Paper SHIFT,,,https://store.steampowered.com/app/1346110/Rock_Paper_SHIFT/?snr=1_7_7_240_150_34
3475,2020-07-10,Realm of Heroes,,,https://store.steampowered.com/app/1279440/Realm_of_Heroes/?snr=1_7_7_240_150_34
3476,2020-07-10,Item Collector - Barbarian,,,https://store.steampowered.com/app/1347100/Item_Collector__Barbarian/?snr=1_7_7_240_150_34
3477,2020-07-10,Item Collector - Prehistoric Age,,,https://store.steampowered.com/app/1347980/Item_Collector__Prehistoric_Age/?snr=1_7_7_240_150_34
3478,2020-07-10,Item Collector - Witch Craft,,,https://store.steampowered.com/app/1349350/Item_Collector__Witch_Craft/?snr=1_7_7_240_150_34
3479,2020-07-10,Item Collector - Necromancer,,,https://store.steampowered.com/app/1350400/Item_Collector__Necromancer/?snr=1_7_7_240_150_34
3480,2020-07-10,Item Collector - Trophy,,,https://store.steampowered.com/app/1351320/Item_Collector__Trophy/?snr=1_7_7_240_150_34
3481,2020-07-10,Item Collector - Loot,,,https://store.steampowered.com/app/1352320/Item_Collector__Loot/?snr=1_7_7_240_150_34
3482,2020-07-10,Item Collector - Pirates,,,https://store.steampowered.com/app/1345300/Item_Collector__Pirates/?snr=1_7_7_240_150_34
3483,2020-07-10,Covid-Racing,,,https://store.steampowered.com/app/1328470/CovidRacing/?snr=1_7_7_240_150_34
3484,2020-07-10,,,,https://store.steampowered.com/app/1074060/_/?snr=1_7_7_240_150_54
3485,2020-07-11,Button Soccer League,,,https://store.steampowered.com/app/1357090/Button_Soccer_League/?snr=1_7_7_240_150_34
3486,2020-07-11,The Escape from Bungalow,,,https://store.steampowered.com/app/1335510/The_Escape_from_Bungalow/?snr=1_7_7_240_150_34
3487,2020-07-12,Dark Bestiary,90.0,11.0,https://store.steampowered.com/app/1020730/Dark_Bestiary/?snr=1_7_7_240_150_34
3488,2020-07-12,ARIA CHRONICLE - Invoker,72.0,18.0,https://store.steampowered.com/app/1256310/ARIA_CHRONICLE__Invoker/?snr=1_7_7_240_150_34
3489,2020-07-12,ARIA CHRONICLE,79.0,945.0,https://store.steampowered.com/app/1229900/ARIA_CHRONICLE/?snr=1_7_7_240_150_17
3490,2020-07-12,ARIA CHRONICLE,79.0,945.0,https://store.steampowered.com/app/1229900/ARIA_CHRONICLE/?snr=1_7_7_240_150_34
3491,2020-07-12,Eclipse Horde,,,https://store.steampowered.com/app/1085880/Eclipse_Horde/?snr=1_7_7_240_150_34
3492,2020-07-12,ARIA CHRONICLE Original Soundtrack,,,https://store.steampowered.com/app/1357690/ARIA_CHRONICLE_Original_Soundtrack/?snr=1_7_7_240_150_34
3493,2020-07-12,ARIA CHRONICLE - Digital Artbook,,,https://store.steampowered.com/app/1350660/ARIA_CHRONICLE__Digital_Artbook/?snr=1_7_7_240_150_34
3494,2020-07-13,斗地主少女/ Landlord Girls,60.0,25.0,https://store.steampowered.com/app/1138080/_Landlord_Girls/?snr=1_7_7_240_150_34
3495,2020-07-13,WWII Partisanen,,,https://store.steampowered.com/app/1252730/WWII_Partisanen/?snr=1_7_7_240_150_34
3496,2020-07-14,卡牌游戏,,,https://store.steampowered.com/app/1337780/_/?snr=1_7_7_240_150_34
3497,2020-07-14,Chess of Chains,,,https://store.steampowered.com/app/1325220/Chess_of_Chains/?snr=1_7_7_240_150_34
3498,2020-07-14,Fantasy Grounds - D&D Adventurer's League 09-07 The Diabolical Dive,,,https://store.steampowered.com/app/1355920/Fantasy_Grounds__DD_Adventurers_League_0907_The_Diabolical_Dive/?snr=1_7_7_240_150_34
3499,2020-07-14,Fantasy Grounds - D&D Adventurers League 09-09 Ruined Prospects,,,https://store.steampowered.com/app/1358220/Fantasy_Grounds__DD_Adventurers_League_0909_Ruined_Prospects/?snr=1_7_7_240_150_34
3500,2020-07-14,Fantasy Grounds - Pathfinder 2 RPG - Extinction Curse AP 6: The Apocalypse Prophet,,,https://store.steampowered.com/app/1353290/Fantasy_Grounds__Pathfinder_2_RPG__Extinction_Curse_AP_6_The_Apocalypse_Prophet/?snr=1_7_7_240_150_34
3501,2020-07-14,Fantasy Grounds - Pathfinder RPG - Book of the Damned,,,https://store.steampowered.com/app/1353320/Fantasy_Grounds__Pathfinder_RPG__Book_of_the_Damned/?snr=1_7_7_240_150_34
3502,2020-07-14,Fantasy Grounds - 50 Fathoms: Fire and Earth,,,https://store.steampowered.com/app/1366370/Fantasy_Grounds__50_Fathoms_Fire_and_Earth/?snr=1_7_7_240_150_34
3503,2020-07-14,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Quest #2: Unforgiving Fire,,,https://store.steampowered.com/app/1354200/Fantasy_Grounds__Pathfinder_2_RPG__Pathfinder_Society_Quest_2_Unforgiving_Fire/?snr=1_7_7_240_150_34
3504,2020-07-14,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Quest #3: Grehunde's Gorget,,,https://store.steampowered.com/app/1356010/Fantasy_Grounds__Pathfinder_2_RPG__Pathfinder_Society_Quest_3_Grehundes_Gorget/?snr=1_7_7_240_150_34
3505,2020-07-14,Fantasy Grounds - Starfinder RPG - Society Quest: Into the Unknown,,,https://store.steampowered.com/app/1355940/Fantasy_Grounds__Starfinder_RPG__Society_Quest_Into_the_Unknown/?snr=1_7_7_240_150_34
3506,2020-07-14,Fantasy Grounds - Starfinder RPG - Society Scenario #1-12: Ashes of Discovery,,,https://store.steampowered.com/app/1354380/Fantasy_Grounds__Starfinder_RPG__Society_Scenario_112_Ashes_of_Discovery/?snr=1_7_7_240_150_34
3507,2020-07-14,Fantasy Grounds - Starfinder RPG - Society Scenario #1-11: In Pursuit of the Scoured Past,,,https://store.steampowered.com/app/1354320/Fantasy_Grounds__Starfinder_RPG__Society_Scenario_111_In_Pursuit_of_the_Scoured_Past/?snr=1_7_7_240_150_34
3508,2020-07-14,Fantasy Grounds - The Seas of Vodari,,,https://store.steampowered.com/app/1348850/Fantasy_Grounds__The_Seas_of_Vodari/?snr=1_7_7_240_150_34
3509,2020-07-14,Fantasy Grounds - Reach Adventure 5: The Borderland Run,,,https://store.steampowered.com/app/1359210/Fantasy_Grounds__Reach_Adventure_5_The_Borderland_Run/?snr=1_7_7_240_150_34
3510,2020-07-14,Fantasy Grounds - Dungeon Crawl Classic #93: Moon-Slaves of the Cannibal Kingdom,,,https://store.steampowered.com/app/1362730/Fantasy_Grounds__Dungeon_Crawl_Classic_93_MoonSlaves_of_the_Cannibal_Kingdom/?snr=1_7_7_240_150_34
3511,2020-07-14,Fantasy Grounds - Mini-Dungeon Monthly #9,,,https://store.steampowered.com/app/1343650/Fantasy_Grounds__MiniDungeon_Monthly_9/?snr=1_7_7_240_150_34
3512,2020-07-14,Fantasy Grounds - Pathfinder 2 RPG - Bestiary 2,,,https://store.steampowered.com/app/1347890/Fantasy_Grounds__Pathfinder_2_RPG__Bestiary_2/?snr=1_7_7_240_150_34
3513,2020-07-14,American Isekai Prologue,,,https://store.steampowered.com/app/1350630/American_Isekai_Prologue/?snr=1_7_7_240_150_34
3514,2020-07-14,Ultimate Truco,,,https://store.steampowered.com/app/1260430/Ultimate_Truco/?snr=1_7_7_240_150_34
3515,2020-07-14,"Fantasy Grounds - Vampire: The Masquerade, The Camarilla",,,https://store.steampowered.com/app/1341790/Fantasy_Grounds__Vampire_The_Masquerade_The_Camarilla/?snr=1_7_7_240_150_34
3516,2020-07-15,3on3 FreeStyle: Rebound - Rookie Package,90.0,10.0,https://store.steampowered.com/app/1316880/3on3_FreeStyle_Rebound__Rookie_Package/?snr=1_7_7_240_150_34
3517,2020-07-15,8-Bit Attack,45.0,20.0,https://store.steampowered.com/app/1116280/8Bit_Attack/?snr=1_7_7_240_150_34
3518,2020-07-15,Winter War,96.0,28.0,https://store.steampowered.com/app/1180900/Winter_War/?snr=1_7_7_240_150_34
3519,2020-07-15,MiniMap Kingdom,90.0,31.0,https://store.steampowered.com/app/1360670/MiniMap_Kingdom/?snr=1_7_7_240_150_34
3520,2020-07-15,Dingletopia: Nation Under Siege (by Orcs),89.0,121.0,https://store.steampowered.com/app/1286140/Dingletopia_Nation_Under_Siege_by_Orcs/?snr=1_7_7_240_150_34
3521,2020-07-15,Hunter's Arena: Legends,63.0,810.0,https://store.steampowered.com/app/1061100/Hunters_Arena_Legends/?snr=1_7_7_240_150_34
3522,2020-07-15,Cinnamon fight,,,https://store.steampowered.com/app/871400/Cinnamon_fight/?snr=1_7_7_240_150_30
3523,2020-07-15,模拟练枪,,,https://store.steampowered.com/app/1356070/_/?snr=1_7_7_240_150_34
3524,2020-07-15,8-Bit Attack Character Pack 1,,,https://store.steampowered.com/app/1343860/8Bit_Attack_Character_Pack_1/?snr=1_7_7_240_150_34
3525,2020-07-15,Super Jigsaw Puzzle: Generations - Brazil Puzzles,,,https://store.steampowered.com/app/1246180/Super_Jigsaw_Puzzle_Generations__Brazil_Puzzles/?snr=1_7_7_240_150_34
3526,2020-07-15,Blaze Revolutions,,,https://store.steampowered.com/app/1187650/Blaze_Revolutions/?snr=1_7_7_240_150_34
3527,2020-07-15,Tabletopia - Food Truck Champion,,,https://store.steampowered.com/app/1370810/Tabletopia__Food_Truck_Champion/?snr=1_7_7_240_150_34
3528,2020-07-15,完美电路 Electric Circuit,,,https://store.steampowered.com/app/1357020/_Electric_Circuit/?snr=1_7_7_240_150_34
3529,2020-07-16,Simply Puzzles: Junctions,100.0,11.0,https://store.steampowered.com/app/1345350/Simply_Puzzles_Junctions/?snr=1_7_7_240_150_34
3530,2020-07-16,Simply Puzzles: Junctions,100.0,11.0,https://store.steampowered.com/app/1345350/Simply_Puzzles_Junctions/?snr=1_7_7_240_150_35
3531,2020-07-16,Hunting Simulator 2,46.0,13.0,https://store.steampowered.com/app/1135910/Hunting_Simulator_2/?snr=1_7_7_240_150_34
3532,2020-07-16,The Arab Republic of Taghia,59.0,22.0,https://store.steampowered.com/app/796590/The_Arab_Republic_of_Taghia/?snr=1_7_7_240_150_34
3533,2020-07-16,最后的大法师 光明之旅(Last Archmage Journey of Light),88.0,26.0,https://store.steampowered.com/app/1338830/_Last_Archmage_Journey_of_Light/?snr=1_7_7_240_150_34
3534,2020-07-16,World of Contraptions,94.0,50.0,https://store.steampowered.com/app/681640/World_of_Contraptions/?snr=1_7_7_240_150_34
3535,2020-07-16,Incident Commander,68.0,57.0,https://store.steampowered.com/app/1096610/Incident_Commander/?snr=1_7_7_240_150_34
3536,2020-07-16,Panzer Corps 2: Axis Operations - Spanish Civil War,60.0,66.0,https://store.steampowered.com/app/1351261/Panzer_Corps_2_Axis_Operations__Spanish_Civil_War/?snr=1_7_7_240_150_34
3537,2020-07-16,Rollfall: Quest of Acceleration,,,https://store.steampowered.com/app/1349070/Rollfall_Quest_of_Acceleration/?snr=1_7_7_240_150_34
3538,2020-07-16,Space Hulk: Tactics - Soundtrack,,,https://store.steampowered.com/app/1357950/Space_Hulk_Tactics__Soundtrack/?snr=1_7_7_240_150_34
3539,2020-07-16,Star Souls Wallpapers,,,https://store.steampowered.com/app/1369440/Star_Souls_Wallpapers/?snr=1_7_7_240_150_34
3540,2020-07-16,Tales of Kongfu,,,https://store.steampowered.com/app/1282540/Tales_of_Kongfu/?snr=1_7_7_240_150_34
3541,2020-07-16,Hunting Simulator 2 Bear Hunter Pack,,,https://store.steampowered.com/app/1255260/Hunting_Simulator_2_Bear_Hunter_Pack/?snr=1_7_7_240_150_34
3542,2020-07-16,Hunting Simulator 2 Beretta Model 486 by Marc Newson,,,https://store.steampowered.com/app/1255250/Hunting_Simulator_2_Beretta_Model_486_by_Marc_Newson/?snr=1_7_7_240_150_34
3543,2020-07-17,Pandora Galaxy,81.0,11.0,https://store.steampowered.com/app/1226610/Pandora_Galaxy/?snr=1_7_7_240_150_34
3544,2020-07-17,Cascading Failure,60.0,15.0,https://store.steampowered.com/app/1276490/Cascading_Failure/?snr=1_7_7_240_150_34
3545,2020-07-17,Minimal Maze,95.0,23.0,https://store.steampowered.com/app/1355980/Minimal_Maze/?snr=1_7_7_240_150_34
3546,2020-07-17,Fault - Founders Pack,41.0,24.0,https://store.steampowered.com/app/1282960/Fault__Founders_Pack/?snr=1_7_7_240_150_33
3547,2020-07-17,Warehouse Simulator,39.0,28.0,https://store.steampowered.com/app/1356190/Warehouse_Simulator/?snr=1_7_7_240_150_34
3548,2020-07-17,Blackthorn Arena - Gods of War,91.0,34.0,https://store.steampowered.com/app/1352030/Blackthorn_Arena__Gods_of_War/?snr=1_7_7_240_150_34
3549,2020-07-17,Fault - Masters Pack,63.0,49.0,https://store.steampowered.com/app/1288000/Fault__Masters_Pack/?snr=1_7_7_240_150_33
3550,2020-07-17,Fault,52.0,75.0,https://store.steampowered.com/app/1106750/Fault/?snr=1_7_7_240_150_34
3551,2020-07-17,Ashina: The Red Witch: Prologue,86.0,168.0,https://store.steampowered.com/app/1259180/Ashina_The_Red_Witch_Prologue/?snr=1_7_7_240_150_33
3552,2020-07-17,Happy Grumps,,,https://store.steampowered.com/app/1109170/Happy_Grumps/?snr=1_7_7_240_150_34
3553,2020-07-17,Idle Champions - Blood War Krydle Skin & Feat Pack,,,https://store.steampowered.com/app/1340617/Idle_Champions__Blood_War_Krydle_Skin__Feat_Pack/?snr=1_7_7_240_150_34
3554,2020-07-17,Idle Champions - Blood War Shandie Skin & Feat Pack,,,https://store.steampowered.com/app/1340616/Idle_Champions__Blood_War_Shandie_Skin__Feat_Pack/?snr=1_7_7_240_150_34
3555,2020-07-17,Idle Champions - Blood War Nerys Skin & Feat Pack,,,https://store.steampowered.com/app/1340615/Idle_Champions__Blood_War_Nerys_Skin__Feat_Pack/?snr=1_7_7_240_150_34
3556,2020-07-17,Idle Champions - Blood War Delina Skin & Feat Pack,,,https://store.steampowered.com/app/1340614/Idle_Champions__Blood_War_Delina_Skin__Feat_Pack/?snr=1_7_7_240_150_34
3557,2020-07-17,Idle Champions - Blood War Minsc Skin & Feat Pack,,,https://store.steampowered.com/app/1340613/Idle_Champions__Blood_War_Minsc_Skin__Feat_Pack/?snr=1_7_7_240_150_34
3558,2020-07-17,Terminal Singularity - Unit Customization,,,https://store.steampowered.com/app/1271350/Terminal_Singularity__Unit_Customization/?snr=1_7_7_240_150_34
3559,2020-07-17,Terminal Singularity,,,https://store.steampowered.com/app/1217510/Terminal_Singularity/?snr=1_7_7_240_150_34
3560,2020-07-17,Argy Bargy Legends,,,https://store.steampowered.com/app/1337870/Argy_Bargy_Legends/?snr=1_7_7_240_150_34
3561,2020-07-17,Dreamland Solitaire: Dark Prophecy,,,https://store.steampowered.com/app/1350850/Dreamland_Solitaire_Dark_Prophecy/?snr=1_7_7_240_150_34
3562,2020-07-18,Texas Holdem Poker: Solo King,56.0,23.0,https://store.steampowered.com/app/1213420/Texas_Holdem_Poker_Solo_King/?snr=1_7_7_240_150_46
3563,2020-07-18,Power Of Language,,,https://store.steampowered.com/app/1328930/Power_Of_Language/?snr=1_7_7_240_150_33
3564,2020-07-19,平妖奇谭 Kungfu & Monster,37.0,35.0,https://store.steampowered.com/app/1221620/_Kungfu__Monster/?snr=1_7_7_240_150_33
3565,2020-07-19,平妖奇谭 Kungfu & Monster,37.0,35.0,https://store.steampowered.com/app/1221620/_Kungfu__Monster/?snr=1_7_7_240_150_48
3571,2020-07-20,Armoured Commander,83.0,18.0,https://store.steampowered.com/app/1361580/Armoured_Commander/?snr=1_7_7_240_150_33
3572,2020-07-20,Blocks!: Hammer of the Scots,60.0,23.0,https://store.steampowered.com/app/1201310/Blocks_Hammer_of_the_Scots/?snr=1_7_7_240_150_33
3573,2020-07-20,HereticOS MR Lab,,,https://store.steampowered.com/app/1300140/HereticOS_MR_Lab/?snr=1_7_7_240_150_31
3574,2020-07-20,The World's Most Impossible Game,,,https://store.steampowered.com/app/1285740/The_Worlds_Most_Impossible_Game/?snr=1_7_7_240_150_33
3575,2020-07-20,Low Poly Forces,,,https://store.steampowered.com/app/1268150/Low_Poly_Forces/?snr=1_7_7_240_150_36
3576,2020-07-21,Krystopia: Nova´s Journey,100.0,17.0,https://store.steampowered.com/app/1225120/Krystopia_Novas_Journey/?snr=1_7_7_240_150_33
3577,2020-07-21,Krystopia: Nova´s Journey,100.0,17.0,https://store.steampowered.com/app/1225120/Krystopia_Novas_Journey/?snr=1_7_7_240_150_36
3578,2020-07-21,Rock of Ages 3: Make & Break,78.0,19.0,https://store.steampowered.com/app/1101360/Rock_of_Ages_3_Make__Break/?snr=1_7_7_240_150_33
3579,2020-07-21,Escape from GULAG,82.0,34.0,https://store.steampowered.com/app/1274840/Escape_from_GULAG/?snr=1_7_7_240_150_33
3580,2020-07-21,Fantasy Grounds - Austeria JumpStart,,,https://store.steampowered.com/app/1361770/Fantasy_Grounds__Austeria_JumpStart/?snr=1_7_7_240_150_33
3581,2020-07-21,Fantasy Grounds - Dungeonlands JumpStart,,,https://store.steampowered.com/app/1360970/Fantasy_Grounds__Dungeonlands_JumpStart/?snr=1_7_7_240_150_33
3582,2020-07-21,Fantasy Grounds - Fae Land JumpStart,,,https://store.steampowered.com/app/1360950/Fantasy_Grounds__Fae_Land_JumpStart/?snr=1_7_7_240_150_33
3583,2020-07-21,Fantasy Grounds - Untamed Empires JumpStart,,,https://store.steampowered.com/app/1360910/Fantasy_Grounds__Untamed_Empires_JumpStart/?snr=1_7_7_240_150_33
3584,2020-07-21,Fantasy Grounds - Wilderlands JumpStart,,,https://store.steampowered.com/app/1359230/Fantasy_Grounds__Wilderlands_JumpStart/?snr=1_7_7_240_150_33
3585,2020-07-21,Fantasy Grounds - D&D Adventurers League 09-16 Honors Unforseen,,,https://store.steampowered.com/app/1364480/Fantasy_Grounds__DD_Adventurers_League_0916_Honors_Unforseen/?snr=1_7_7_240_150_33
3586,2020-07-21,Fantasy Grounds - D&D Adventurers League 09-08 In the Garden of Evil,,,https://store.steampowered.com/app/1358200/Fantasy_Grounds__DD_Adventurers_League_0908_In_the_Garden_of_Evil/?snr=1_7_7_240_150_33
3587,2020-07-21,Fantasy Grounds - Advanced Adventures #2: The Red Mausoleum,,,https://store.steampowered.com/app/1371250/Fantasy_Grounds__Advanced_Adventures_2_The_Red_Mausoleum/?snr=1_7_7_240_150_33
3588,2020-07-21,Fantasy Grounds - Advanced Adventures #1: The Pod-Caverns of the Sinister Shroom,,,https://store.steampowered.com/app/1367030/Fantasy_Grounds__Advanced_Adventures_1_The_PodCaverns_of_the_Sinister_Shroom/?snr=1_7_7_240_150_33
3589,2020-07-21,Fantasy Grounds - 13 Class Options Bundle,,,https://store.steampowered.com/app/1362790/Fantasy_Grounds__13_Class_Options_Bundle/?snr=1_7_7_240_150_33
3590,2020-07-21,Fantasy Grounds - The Growing Evil,,,https://store.steampowered.com/app/1359180/Fantasy_Grounds__The_Growing_Evil/?snr=1_7_7_240_150_33
3591,2020-07-21,Fantasy Grounds - Spinward Marches 2: The Lunion Shield Worlds,,,https://store.steampowered.com/app/1367850/Fantasy_Grounds__Spinward_Marches_2_The_Lunion_Shield_Worlds/?snr=1_7_7_240_150_33
3592,2020-07-21,Fantasy Grounds - Referee's Briefing 4: Mercenary Forces,,,https://store.steampowered.com/app/1369490/Fantasy_Grounds__Referees_Briefing_4_Mercenary_Forces/?snr=1_7_7_240_150_33
3593,2020-07-21,Fantasy Grounds - Referee's Briefing 3: Going Portside,,,https://store.steampowered.com/app/1367000/Fantasy_Grounds__Referees_Briefing_3_Going_Portside/?snr=1_7_7_240_150_33
3594,2020-07-21,Fantasy Grounds - Referee's Briefing 2: Anomalies and Wonders,,,https://store.steampowered.com/app/1361960/Fantasy_Grounds__Referees_Briefing_2_Anomalies_and_Wonders/?snr=1_7_7_240_150_33
3595,2020-07-21,Fantasy Grounds - Referee's Briefing 1: Companies & Corporations,,,https://store.steampowered.com/app/1361930/Fantasy_Grounds__Referees_Briefing_1_Companies__Corporations/?snr=1_7_7_240_150_33
3596,2020-07-21,Fantasy Grounds - Mini-Dungeon Monthly #10,,,https://store.steampowered.com/app/1343760/Fantasy_Grounds__MiniDungeon_Monthly_10/?snr=1_7_7_240_150_33
3597,2020-07-21,Fantasy Grounds - Starfinder RPG - Dawn of Flame AP 6: Assault on the Crucible,,,https://store.steampowered.com/app/1261720/Fantasy_Grounds__Starfinder_RPG__Dawn_of_Flame_AP_6_Assault_on_the_Crucible/?snr=1_7_7_240_150_33
3598,2020-07-21,Dig Bombers,,,https://store.steampowered.com/app/1303160/Dig_Bombers/?snr=1_7_7_240_150_33
3599,2020-07-22,Meteorfall: Krumit's Tale,70.0,10.0,https://store.steampowered.com/app/1073320/Meteorfall_Krumits_Tale/?snr=1_7_7_240_150_31
3600,2020-07-22,Meteorfall: Krumit's Tale,70.0,10.0,https://store.steampowered.com/app/1073320/Meteorfall_Krumits_Tale/?snr=1_7_7_240_150_33
3601,2020-07-22,Endless Battle: Return of Hero +1,73.0,15.0,https://store.steampowered.com/app/1322730/Endless_Battle_Return_of_Hero_1/?snr=1_7_7_240_150_33
3602,2020-07-22,The Feud: Wild West Tactics,58.0,65.0,https://store.steampowered.com/app/291840/The_Feud_Wild_West_Tactics/?snr=1_7_7_240_150_33
3603,2020-07-22,5D Chess With Multiverse Time Travel,98.0,321.0,https://store.steampowered.com/app/1349230/5D_Chess_With_Multiverse_Time_Travel/?snr=1_7_7_240_150_33
3604,2020-07-22,Son of Aral,,,https://store.steampowered.com/app/1357890/Son_of_Aral/?snr=1_7_7_240_150_33
3605,2020-07-22,Strategic Mind Franchise Soundtrack,,,https://store.steampowered.com/app/1358280/Strategic_Mind_Franchise_Soundtrack/?snr=1_7_7_240_150_33
3606,2020-07-22,Quiz Pro - Guess Pictures - Flags of the World,,,https://store.steampowered.com/app/1369380/Quiz_Pro__Guess_Pictures__Flags_of_the_World/?snr=1_7_7_240_150_33
3607,2020-07-22,Quiz Pro - Guess Pictures,,,https://store.steampowered.com/app/1366830/Quiz_Pro__Guess_Pictures/?snr=1_7_7_240_150_33
3608,2020-07-22,The Horus Heresy: Legions - Starter Bundle,,,https://store.steampowered.com/app/1321580/The_Horus_Heresy_Legions__Starter_Bundle/?snr=1_7_7_240_150_33
3609,2020-07-22,Connect-X,,,https://store.steampowered.com/app/1355630/ConnectX/?snr=1_7_7_240_150_33
3610,2020-07-22,Defend Home,,,https://store.steampowered.com/app/1219840/Defend_Home/?snr=1_7_7_240_150_33
3611,2020-07-23,Space Mouse 2,100.0,11.0,https://store.steampowered.com/app/1282890/Space_Mouse_2/?snr=1_7_7_240_150_33
3612,2020-07-23,Organosphere,79.0,34.0,https://store.steampowered.com/app/811620/Organosphere/?snr=1_7_7_240_150_33
3613,2020-07-23,LOGistICAL 3: Earth,87.0,73.0,https://store.steampowered.com/app/672150/LOGistICAL_3_Earth/?snr=1_7_7_240_150_33
3614,2020-07-23,LOGistICAL 3: Earth,87.0,73.0,https://store.steampowered.com/app/672150/LOGistICAL_3_Earth/?snr=1_7_7_240_150_35
3615,2020-07-23,Sid Meier's Civilization® VI: Ethiopia Pack,51.0,82.0,https://store.steampowered.com/app/1270540/Sid_Meiers_Civilization_VI_Ethiopia_Pack/?snr=1_7_7_240_150_33
3616,2020-07-23,300k - The Game,,,https://store.steampowered.com/app/1344570/300k__The_Game/?snr=1_7_7_240_150_33
3617,2020-07-24,我来自江湖 From Jianghu,60.0,15.0,https://store.steampowered.com/app/1058770/_From_Jianghu/?snr=1_7_7_240_150_33
3618,2020-07-24,BadBee,,,https://store.steampowered.com/app/1306900/BadBee/?snr=1_7_7_240_150_33
3619,2020-07-24,Wingspan Soundtrack,,,https://store.steampowered.com/app/1332420/Wingspan_Soundtrack/?snr=1_7_7_240_150_33
3620,2020-07-24,Taskforce: The Mutants of October Morgane,,,https://store.steampowered.com/app/1291150/Taskforce_The_Mutants_of_October_Morgane/?snr=1_7_7_240_150_33
3621,2020-07-24,Taskforce: The Mutants of October Morgane,,,https://store.steampowered.com/app/1291150/Taskforce_The_Mutants_of_October_Morgane/?snr=1_7_7_240_150_36
3622,2020-07-25,Shine's Adventures 0 (Zombies Reload),88.0,18.0,https://store.steampowered.com/app/1366320/Shines_Adventures_0_Zombies_Reload/?snr=1_7_7_240_150_33
3623,2020-07-25,Agrou,81.0,27.0,https://store.steampowered.com/app/1305420/Agrou/?snr=1_7_7_240_150_33
3624,2020-07-25,Arena of Ruins,,,https://store.steampowered.com/app/1352760/Arena_of_Ruins/?snr=1_7_7_240_150_33
3625,2020-07-25,Touch Typing Home Row Speed Grinder - Silver Skin,,,https://store.steampowered.com/app/1365650/Touch_Typing_Home_Row_Speed_Grinder__Silver_Skin/?snr=1_7_7_240_150_33
3626,2020-07-25,Sweetest Thing,,,https://store.steampowered.com/app/1363960/Sweetest_Thing/?snr=1_7_7_240_150_33
3627,2020-07-25,凶手不是我 - 北山客栈 扩展包,,,https://store.steampowered.com/app/1327410/_/?snr=1_7_7_240_150_39
3628,2020-07-26,Horizon Odyssey,,,https://store.steampowered.com/app/1419330/Horizon_Odyssey/?snr=1_7_7_240_150_17
3629,2020-07-26,Horizon Odyssey,,,https://store.steampowered.com/app/1419330/Horizon_Odyssey/?snr=1_7_7_240_150_18
3630,2020-07-26,Lost Bazaar,,,https://store.steampowered.com/app/977830/Lost_Bazaar/?snr=1_7_7_240_150_33
3631,2020-07-26,Erannorth Reborn - Canticum Noctem,,,https://store.steampowered.com/app/1301870/Erannorth_Reborn__Canticum_Noctem/?snr=1_7_7_240_150_33
3632,2020-07-27,Othercide - Soundtrack,100.0,10.0,https://store.steampowered.com/app/1330380/Othercide__Soundtrack/?snr=1_7_7_240_150_33
3633,2020-07-27,Brick Building,60.0,23.0,https://store.steampowered.com/app/1352440/Brick_Building/?snr=1_7_7_240_150_33
3634,2020-07-27,Othercide,79.0,132.0,https://store.steampowered.com/app/798490/Othercide/?snr=1_7_7_240_150_33
3635,2020-07-27,Othercide - Artbook,,,https://store.steampowered.com/app/1347640/Othercide__Artbook/?snr=1_7_7_240_150_33
3636,2020-07-27,Hunting Simulator 2 Beretta Weapon Pack,,,https://store.steampowered.com/app/1255270/Hunting_Simulator_2_Beretta_Weapon_Pack/?snr=1_7_7_240_150_33
3637,2020-07-27,Really Bad Flying Machine,,,https://store.steampowered.com/app/1354800/Really_Bad_Flying_Machine/?snr=1_7_7_240_150_33
3638,2020-07-27,Really Bad Flying Machine,,,https://store.steampowered.com/app/1354800/Really_Bad_Flying_Machine/?snr=1_7_7_240_150_33
3639,2020-07-28,DUAL GEAR,81.0,11.0,https://store.steampowered.com/app/443000/DUAL_GEAR/?snr=1_7_7_240_150_33
3640,2020-07-28,Dr. Derk's Mutant Battlegrounds,94.0,18.0,https://store.steampowered.com/app/1102370/Dr_Derks_Mutant_Battlegrounds/?snr=1_7_7_240_150_33
3641,2020-07-28,Instability,75.0,29.0,https://store.steampowered.com/app/1368350/Instability/?snr=1_7_7_240_150_33
3642,2020-07-28,Fantasy Grounds - Deep Magic,,,https://store.steampowered.com/app/1377830/Fantasy_Grounds__Deep_Magic/?snr=1_7_7_240_150_33
3643,2020-07-28,Fantasy Grounds - Gatherall JumpStart,,,https://store.steampowered.com/app/1377210/Fantasy_Grounds__Gatherall_JumpStart/?snr=1_7_7_240_150_33
3644,2020-07-28,Fantasy Grounds - March of the Elves,,,https://store.steampowered.com/app/1376530/Fantasy_Grounds__March_of_the_Elves/?snr=1_7_7_240_150_33
3645,2020-07-28,Fantasy Grounds - Starfinder RPG - Starfinder Critical Hit Deck,,,https://store.steampowered.com/app/1369530/Fantasy_Grounds__Starfinder_RPG__Starfinder_Critical_Hit_Deck/?snr=1_7_7_240_150_33
