,date,name,pos_percentage,voters_count,url
363,2019-11-12,Unity of Command II,85.0,60.0,https://store.steampowered.com/app/809230/Unity_of_Command_II/?snr=1_7_7_240_150_56
364,2019-11-12,Fantasy Grounds - Mini-Dungeon Monthly #4 (5E),,,https://store.steampowered.com/app/1181260/Fantasy_Grounds__MiniDungeon_Monthly_4_5E/?snr=1_7_7_240_150_56
365,2019-11-12,Fantasy Grounds - Reach Adventure 3: The Calixcuel Incident (MGT2),,,https://store.steampowered.com/app/1189000/Fantasy_Grounds__Reach_Adventure_3_The_Calixcuel_Incident_MGT2/?snr=1_7_7_240_150_56
366,2019-11-12,Fantasy Grounds - Spinward Marches 1: The Bowman Arm (MGT2),,,https://store.steampowered.com/app/1190140/Fantasy_Grounds__Spinward_Marches_1_The_Bowman_Arm_MGT2/?snr=1_7_7_240_150_56
367,2019-11-12,Fantasy Grounds - Marches Adventure 1: High and Dry (MGT2),,,https://store.steampowered.com/app/1188940/Fantasy_Grounds__Marches_Adventure_1_High_and_Dry_MGT2/?snr=1_7_7_240_150_56
368,2019-11-12,Fantasy Grounds - Meanders Map Pack Zombie Apocalypse (Map Pack),,,https://store.steampowered.com/app/1184580/Fantasy_Grounds__Meanders_Map_Pack_Zombie_Apocalypse_Map_Pack/?snr=1_7_7_240_150_56
369,2019-11-12,Aeon's End - Promo Pack 1,,,https://store.steampowered.com/app/1179230/Aeons_End__Promo_Pack_1/?snr=1_7_7_240_150_56
370,2019-11-12,Pandemic: On the Brink - Virulent Strain,,,https://store.steampowered.com/app/622850/Pandemic_On_the_Brink__Virulent_Strain/?snr=1_7_7_240_150_56
371,2019-11-13,Soko Loco Deluxe,94.0,38.0,https://store.steampowered.com/app/1003730/Soko_Loco_Deluxe/?snr=1_7_7_240_150_56
372,2019-11-13,Eternal Essence,69.0,42.0,https://store.steampowered.com/app/675410/Eternal_Essence/?snr=1_7_7_240_150_56
373,2019-11-13,Wildermyth,92.0,81.0,https://store.steampowered.com/app/763890/Wildermyth/?snr=1_7_7_240_150_56
374,2019-11-13,Putin Life,93.0,121.0,https://store.steampowered.com/app/1151390/Putin_Life/?snr=1_7_7_240_150_56
375,2019-11-13,Incredible Dracula: Witches' Curse,,,https://store.steampowered.com/app/1187830/Incredible_Dracula_Witches_Curse/?snr=1_7_7_240_150_56
376,2019-11-13,Fantasy Grounds - Pathfinder 2 RPG - Age of Ashes AP 5: Against the Scarlet Triad (PFRPG2),,,https://store.steampowered.com/app/1187370/Fantasy_Grounds__Pathfinder_2_RPG__Age_of_Ashes_AP_5_Against_the_Scarlet_Triad_PFRPG2/?snr=1_7_7_240_150_56
377,2019-11-14,On The Road - Truck Simulator,20.0,10.0,https://store.steampowered.com/app/285380/On_The_Road__Truck_Simulator/?snr=1_7_7_240_150_56
378,2019-11-14,Ashes of the Singularity: Escalation - Hunter / Prey Expansion,63.0,11.0,https://store.steampowered.com/app/1176130/Ashes_of_the_Singularity_Escalation__Hunter__Prey_Expansion/?snr=1_7_7_240_150_56
379,2019-11-14,Time For Quest,100.0,12.0,https://store.steampowered.com/app/1112050/Time_For_Quest/?snr=1_7_7_240_150_56
380,2019-11-14,Of Ships & Scoundrels,70.0,17.0,https://store.steampowered.com/app/933830/Of_Ships__Scoundrels/?snr=1_7_7_240_150_56
381,2019-11-14,Enhanced Graphics Pack,86.0,22.0,https://store.steampowered.com/app/1039811/Enhanced_Graphics_Pack/?snr=1_7_7_240_150_56
382,2019-11-14,Command: Modern Operations,86.0,23.0,https://store.steampowered.com/app/1076160/Command_Modern_Operations/?snr=1_7_7_240_150_56
383,2019-11-14,Age of Empires II: Definitive Edition,94.0,2482.0,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/?snr=1_7_7_240_150_56
384,2019-11-14,Battle Master,,,https://store.steampowered.com/app/708590/Battle_Master/?snr=1_7_7_240_150_56
385,2019-11-14,Fantastic Creatures - Soundtrack,,,https://store.steampowered.com/app/1180570/Fantastic_Creatures__Soundtrack/?snr=1_7_7_240_150_56
386,2019-11-14,Fantastic Creatures,,,https://store.steampowered.com/app/1002440/Fantastic_Creatures/?snr=1_7_7_240_150_56
387,2019-11-14,Natural Selection 2 - B.M.A.C. Elite Supporter Pack,,,https://store.steampowered.com/app/1183101/Natural_Selection_2__BMAC_Elite_Supporter_Pack/?snr=1_7_7_240_150_56
388,2019-11-14,Natural Selection 2 - B.M.A.C. Supporter Pack Plus,,,https://store.steampowered.com/app/1183102/Natural_Selection_2__BMAC_Supporter_Pack_Plus/?snr=1_7_7_240_150_56
389,2019-11-14,Natural Selection 2 - B.M.A.C. Supporter Pack,,,https://store.steampowered.com/app/1183100/Natural_Selection_2__BMAC_Supporter_Pack/?snr=1_7_7_240_150_56
390,2019-11-15,Between Two Castles - Digital Edition,66.0,15.0,https://store.steampowered.com/app/1158500/Between_Two_Castles__Digital_Edition/?snr=1_7_7_240_150_56
391,2019-11-15,Gear City Against Chaos,65.0,20.0,https://store.steampowered.com/app/1069710/Gear_City_Against_Chaos/?snr=1_7_7_240_150_56
392,2019-11-15,Heroes & Generals - SU Starter Pack,75.0,24.0,https://store.steampowered.com/app/1189910/Heroes__Generals__SU_Starter_Pack/?snr=1_7_7_240_150_56
393,2019-11-15,Heroes & Generals - US Starter Pack,64.0,31.0,https://store.steampowered.com/app/1189890/Heroes__Generals__US_Starter_Pack/?snr=1_7_7_240_150_56
394,2019-11-15,Heroes & Generals - GE Starter Pack,71.0,35.0,https://store.steampowered.com/app/1189900/Heroes__Generals__GE_Starter_Pack/?snr=1_7_7_240_150_56
395,2019-11-15,城市生存计划 / City Survival Project,69.0,49.0,https://store.steampowered.com/app/1175980/__City_Survival_Project/?snr=1_7_7_240_150_56
396,2019-11-15,Battleships and Carriers - Pacific War,,,https://store.steampowered.com/app/1166000/Battleships_and_Carriers__Pacific_War/?snr=1_7_7_240_150_56
397,2019-11-15,Dupli_City,,,https://store.steampowered.com/app/1014750/Dupli_City/?snr=1_7_7_240_150_56
398,2019-11-15,Infernum,,,https://store.steampowered.com/app/998590/Infernum/?snr=1_7_7_240_150_56
399,2019-11-15,Super Jigsaw Puzzle: Generations - Cats Puzzles,,,https://store.steampowered.com/app/1082020/Super_Jigsaw_Puzzle_Generations__Cats_Puzzles/?snr=1_7_7_240_150_56
400,2019-11-15,Future Snooker,,,https://store.steampowered.com/app/1177390/Future_Snooker/?snr=1_7_7_240_150_56
401,2019-11-16,XANARTHRAXIA,85.0,21.0,https://store.steampowered.com/app/1073770/XANARTHRAXIA/?snr=1_7_7_240_150_56
402,2019-11-16,Favo!+,,,https://store.steampowered.com/app/1107510/Favo/?snr=1_7_7_240_150_56
403,2019-11-18,Warhammer: Chaos And Conquest,30.0,10.0,https://store.steampowered.com/app/1144170/Warhammer_Chaos_And_Conquest/?snr=1_7_7_240_150_55
404,2019-11-18,Kingdom Under Fire 2,72.0,11.0,https://store.steampowered.com/app/1132210/Kingdom_Under_Fire_2/?snr=1_7_7_240_150_55
405,2019-11-18,Kingdom Under Fire 2 - Hero Package,75.0,12.0,https://store.steampowered.com/app/1183050/Kingdom_Under_Fire_2__Hero_Package/?snr=1_7_7_240_150_55
406,2019-11-18,Paul's World,86.0,15.0,https://store.steampowered.com/app/1160880/Pauls_World/?snr=1_7_7_240_150_56
407,2019-11-18,Road to your City,70.0,55.0,https://store.steampowered.com/app/494050/Road_to_your_City/?snr=1_7_7_240_150_56
408,2019-11-18,Pixel Puzzles Traditional Jigsaws,77.0,221.0,https://store.steampowered.com/app/1058200/Pixel_Puzzles_Traditional_Jigsaws/?snr=1_7_7_240_150_56
409,2019-11-18,Railroad Corporation,73.0,631.0,https://store.steampowered.com/app/797400/Railroad_Corporation/?snr=1_7_7_240_150_55
410,2019-11-18,Fantasy Grounds - Dungeons & Dragons vs Rick and Morty,,,https://store.steampowered.com/app/1188120/Fantasy_Grounds__Dungeons__Dragons_vs_Rick_and_Morty/?snr=1_7_7_240_150_55
411,2019-11-18,Fantasy Grounds - D&D Eberron: Rising From The Last War,,,https://store.steampowered.com/app/1163790/Fantasy_Grounds__DD_Eberron_Rising_From_The_Last_War/?snr=1_7_7_240_150_55
412,2019-11-18,Space Tower,,,https://store.steampowered.com/app/1064750/Space_Tower/?snr=1_7_7_240_150_55
413,2019-11-18,Wild Ride,,,https://store.steampowered.com/app/989400/Wild_Ride/?snr=1_7_7_240_150_55
414,2019-11-18,Spellinkers OST (2019),,,https://store.steampowered.com/app/1197250/Spellinkers_OST_2019/?snr=1_7_7_240_150_55
415,2019-11-18,TD Strategy of Three kingdoms/塔防三国,,,https://store.steampowered.com/app/1168290/TD_Strategy_of_Three_kingdoms/?snr=1_7_7_240_150_55
416,2019-11-18,Kingdom Under Fire 2 - Emperor Package,,,https://store.steampowered.com/app/1183051/Kingdom_Under_Fire_2__Emperor_Package/?snr=1_7_7_240_150_55
417,2019-11-18,Kingdom Under Fire 2 - War God Package,,,https://store.steampowered.com/app/1183052/Kingdom_Under_Fire_2__War_God_Package/?snr=1_7_7_240_150_55
418,2019-11-18,Railroad Corporation - Deluxe DLC,,,https://store.steampowered.com/app/1192650/Railroad_Corporation__Deluxe_DLC/?snr=1_7_7_240_150_55
419,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Japan,,,https://store.steampowered.com/app/1176150/Pixel_Puzzles_Traditional_Jigsaws_Pack_Japan/?snr=1_7_7_240_150_55
420,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Abstract,,,https://store.steampowered.com/app/1176152/Pixel_Puzzles_Traditional_Jigsaws_Pack_Abstract/?snr=1_7_7_240_150_55
421,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Variety Pack XL,,,https://store.steampowered.com/app/1176154/Pixel_Puzzles_Traditional_Jigsaws_Pack_Variety_Pack_XL/?snr=1_7_7_240_150_55
422,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Cats,,,https://store.steampowered.com/app/1176156/Pixel_Puzzles_Traditional_Jigsaws_Pack_Cats/?snr=1_7_7_240_150_55
423,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Deutschland,,,https://store.steampowered.com/app/1176157/Pixel_Puzzles_Traditional_Jigsaws_Pack_Deutschland/?snr=1_7_7_240_150_55
424,2019-11-18,Pixel Puzzles Traditional Jigsaws Pack: Variety Pack 1,,,https://store.steampowered.com/app/1176158/Pixel_Puzzles_Traditional_Jigsaws_Pack_Variety_Pack_1/?snr=1_7_7_240_150_55
425,2019-11-18,Endless World Idle RPG - Explorer's Pack,,,https://store.steampowered.com/app/1190580/Endless_World_Idle_RPG__Explorers_Pack/?snr=1_7_7_240_150_56
426,2019-11-18,Endless World Idle RPG - Shari Mercenary Pack,,,https://store.steampowered.com/app/1190570/Endless_World_Idle_RPG__Shari_Mercenary_Pack/?snr=1_7_7_240_150_56
427,2019-11-18,Voidlifted,,,https://store.steampowered.com/app/1134390/Voidlifted/?snr=1_7_7_240_150_56
428,2019-11-19,战场英雄物语,60.0,48.0,https://store.steampowered.com/app/1150850/_/?snr=1_7_7_240_150_55
429,2019-11-19,Age of Wonders: Planetfall - Revelations,84.0,52.0,https://store.steampowered.com/app/1137800/Age_of_Wonders_Planetfall__Revelations/?snr=1_7_7_240_150_55
430,2019-11-19,Inunaki Tunnel | 犬鳴トンネル,81.0,195.0,https://store.steampowered.com/app/1185160/Inunaki_Tunnel/?snr=1_7_7_240_150_55
431,2019-11-19,Narcos: Rise of the Cartels,52.0,209.0,https://store.steampowered.com/app/914110/Narcos_Rise_of_the_Cartels/?snr=1_7_7_240_150_55
432,2019-11-19,Battle Sorcerers,,,https://store.steampowered.com/app/1146700/Battle_Sorcerers/?snr=1_7_7_240_150_55
433,2019-11-19,Fantasy Grounds - Pathfinder RPG - Occult Adventures (PFRPG),,,https://store.steampowered.com/app/1192710/Fantasy_Grounds__Pathfinder_RPG__Occult_Adventures_PFRPG/?snr=1_7_7_240_150_55
434,2019-11-19,Fantasy Grounds - Pathfinder RPG - Ultimate Wilderness (PFRPG),,,https://store.steampowered.com/app/1190920/Fantasy_Grounds__Pathfinder_RPG__Ultimate_Wilderness_PFRPG/?snr=1_7_7_240_150_55
435,2019-11-19,Fantasy Grounds - D&D Classics: FRC2 Curse of the Azure Bonds (1E) (2E),,,https://store.steampowered.com/app/1151950/Fantasy_Grounds__DD_Classics_FRC2_Curse_of_the_Azure_Bonds_1E_2E/?snr=1_7_7_240_150_55
436,2019-11-19,Fantasy Grounds - D&D Classics: PHBR7 The Complete Bard's Handbook (2E),,,https://store.steampowered.com/app/1185890/Fantasy_Grounds__DD_Classics_PHBR7_The_Complete_Bards_Handbook_2E/?snr=1_7_7_240_150_55
437,2019-11-19,Haprokon,,,https://store.steampowered.com/app/1032770/Haprokon/?snr=1_7_7_240_150_55
439,2019-11-20,曲阿小将 Minor Leader,63.0,11.0,https://store.steampowered.com/app/1118100/_Minor_Leader/?snr=1_7_7_240_150_55
440,2019-11-20,Automation Empire,68.0,16.0,https://store.steampowered.com/app/1112790/Automation_Empire/?snr=1_7_7_240_150_55
441,2019-11-20,GearStorm - Armored Survival,80.0,50.0,https://store.steampowered.com/app/393800/GearStorm__Armored_Survival/?snr=1_7_7_240_150_55
442,2019-11-20,Legion 51,85.0,80.0,https://store.steampowered.com/app/1158280/Legion_51/?snr=1_7_7_240_150_55
443,2019-11-20,Unlock The King,97.0,158.0,https://store.steampowered.com/app/1172510/Unlock_The_King/?snr=1_7_7_240_150_55
444,2019-11-20,A Gay's Life,97.0,166.0,https://store.steampowered.com/app/1147500/A_Gays_Life/?snr=1_7_7_240_150_55
445,2019-11-20,The Magician's Research,63.0,208.0,https://store.steampowered.com/app/1155120/The_Magicians_Research/?snr=1_7_7_240_150_55
446,2019-11-20,人气动漫大乱斗,,,https://store.steampowered.com/app/1000310/_/?snr=1_7_7_240_150_53
447,2019-11-20,Hexadrift,,,https://store.steampowered.com/app/1134250/Hexadrift/?snr=1_7_7_240_150_55
448,2019-11-20,Miss Right? | 舔到最后 应有尽有,,,https://store.steampowered.com/app/1189660/Miss_Right/?snr=1_7_7_240_150_55
449,2019-11-20,Steam Marines 2 - Original Soundtrack (OST),,,https://store.steampowered.com/app/387190/Steam_Marines_2__Original_Soundtrack_OST/?snr=1_7_7_240_150_55
450,2019-11-20,Steam Marines 2,,,https://store.steampowered.com/app/383940/Steam_Marines_2/?snr=1_7_7_240_150_55
451,2019-11-21,Plutocracy,90.0,10.0,https://store.steampowered.com/app/754500/Plutocracy/?snr=1_7_7_240_150_55
452,2019-11-21,Barotrauma - Soundtrack,100.0,11.0,https://store.steampowered.com/app/1197651/Barotrauma__Soundtrack/?snr=1_7_7_240_150_55
453,2019-11-21,Prison Architect - Aficionado,87.0,32.0,https://store.steampowered.com/app/1195240/Prison_Architect__Aficionado/?snr=1_7_7_240_150_55
454,2019-11-21,Farmer's Dynasty,75.0,41.0,https://store.steampowered.com/app/678900/Farmers_Dynasty/?snr=1_7_7_240_150_55
455,2019-11-21,Barotrauma - Supporter Pack,95.0,49.0,https://store.steampowered.com/app/1197650/Barotrauma__Supporter_Pack/?snr=1_7_7_240_150_55
456,2019-11-21,BATTLETECH Heavy Metal,68.0,102.0,https://store.steampowered.com/app/1151170/BATTLETECH_Heavy_Metal/?snr=1_7_7_240_150_55
457,2019-11-21,Prison Architect - Psych Ward: Warden's Edition,64.0,178.0,https://store.steampowered.com/app/1143650/Prison_Architect__Psych_Ward_Wardens_Edition/?snr=1_7_7_240_150_55
458,2019-11-21,Sigma Theory: Global Cold War,78.0,726.0,https://store.steampowered.com/app/716640/Sigma_Theory_Global_Cold_War/?snr=1_7_7_240_150_55
459,2019-11-21,Operation Withering Dusk,,,https://store.steampowered.com/app/1194000/Operation_Withering_Dusk/?snr=1_7_7_240_150_55
460,2019-11-21,Offworld Trading Company: The Europa Wager Expansion,,,https://store.steampowered.com/app/1022910/Offworld_Trading_Company_The_Europa_Wager_Expansion/?snr=1_7_7_240_150_55
461,2019-11-21,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Variety Pack 11,,,https://store.steampowered.com/app/957900/Jigsaw_Puzzle_Pack__Pixel_Puzzles_Ultimate_Variety_Pack_11/?snr=1_7_7_240_150_55
462,2019-11-21,Streamer Shall Not Pass!,,,https://store.steampowered.com/app/1191540/Streamer_Shall_Not_Pass/?snr=1_7_7_240_150_55
463,2019-11-21,Talisman: Origins - The Eternal Conflict,,,https://store.steampowered.com/app/1189990/Talisman_Origins__The_Eternal_Conflict/?snr=1_7_7_240_150_55
464,2019-11-22,GREEN The Life Algorithm,66.0,12.0,https://store.steampowered.com/app/1037090/GREEN_The_Life_Algorithm/?snr=1_7_7_240_150_55
465,2019-11-22,The Political Process,100.0,21.0,https://store.steampowered.com/app/1184770/The_Political_Process/?snr=1_7_7_240_150_55
466,2019-11-22,Cthulhu's Catharsis,,,https://store.steampowered.com/app/1069140/Cthulhus_Catharsis/?snr=1_7_7_240_150_55
467,2019-11-22,Pixel Puzzles Traditional Jigsaws Pack: Christmas,,,https://store.steampowered.com/app/1176151/Pixel_Puzzles_Traditional_Jigsaws_Pack_Christmas/?snr=1_7_7_240_150_55
468,2019-11-22,时之终Klock,,,https://store.steampowered.com/app/1186200/Klock/?snr=1_7_7_240_150_55
469,2019-11-22,Memory Match Saga - Expansion Pack 9,,,https://store.steampowered.com/app/1199670/Memory_Match_Saga__Expansion_Pack_9/?snr=1_7_7_240_150_55
470,2019-11-22,Memory Match Saga - Expansion Pack 8,,,https://store.steampowered.com/app/1199580/Memory_Match_Saga__Expansion_Pack_8/?snr=1_7_7_240_150_55
471,2019-11-22,Memory Match Saga - Expansion Pack 7,,,https://store.steampowered.com/app/1198560/Memory_Match_Saga__Expansion_Pack_7/?snr=1_7_7_240_150_55
472,2019-11-22,Memory Match Saga - Expansion Pack 6,,,https://store.steampowered.com/app/1198350/Memory_Match_Saga__Expansion_Pack_6/?snr=1_7_7_240_150_55
473,2019-11-22,Memory Match Saga - Expansion Pack 5,,,https://store.steampowered.com/app/1198010/Memory_Match_Saga__Expansion_Pack_5/?snr=1_7_7_240_150_55
474,2019-11-22,Memory Match Saga - Expansion Pack 4,,,https://store.steampowered.com/app/1197970/Memory_Match_Saga__Expansion_Pack_4/?snr=1_7_7_240_150_55
475,2019-11-22,Memory Match Saga - Expansion Pack 3,,,https://store.steampowered.com/app/1197040/Memory_Match_Saga__Expansion_Pack_3/?snr=1_7_7_240_150_55
476,2019-11-22,Memory Match Saga - Expansion Pack 2,,,https://store.steampowered.com/app/1196700/Memory_Match_Saga__Expansion_Pack_2/?snr=1_7_7_240_150_55
477,2019-11-22,Memory Match Saga - Expansion Pack 1,,,https://store.steampowered.com/app/1196220/Memory_Match_Saga__Expansion_Pack_1/?snr=1_7_7_240_150_55
478,2019-11-22,Memory Match Saga,,,https://store.steampowered.com/app/1190640/Memory_Match_Saga/?snr=1_7_7_240_150_55
479,2019-11-22,Defence War,,,https://store.steampowered.com/app/1190620/Defence_War/?snr=1_7_7_240_150_55
480,2019-11-22,Ice Cream Fantasy,,,https://store.steampowered.com/app/1190590/Ice_Cream_Fantasy/?snr=1_7_7_240_150_55
481,2019-11-24,Doctor Who Infinity - The Silent Streets of Barry Island,,,https://store.steampowered.com/app/880923/Doctor_Who_Infinity__The_Silent_Streets_of_Barry_Island/?snr=1_7_7_240_150_55
482,2019-11-24,Doctor Who Infinity - The Horror of Flat Holm,,,https://store.steampowered.com/app/880924/Doctor_Who_Infinity__The_Horror_of_Flat_Holm/?snr=1_7_7_240_150_55
483,2019-11-24,Memory Match Saga - Expansion Pack 10,,,https://store.steampowered.com/app/1199920/Memory_Match_Saga__Expansion_Pack_10/?snr=1_7_7_240_150_55
484,2019-11-25,CryoFall - Supporter Pack,89.0,19.0,https://store.steampowered.com/app/1178321/CryoFall__Supporter_Pack/?snr=1_7_7_240_150_55
485,2019-11-25,Classic Sudoku,91.0,237.0,https://store.steampowered.com/app/1188330/Classic_Sudoku/?snr=1_7_7_240_150_55
486,2019-11-25,Castle Commander,,,https://store.steampowered.com/app/1188670/Castle_Commander/?snr=1_7_7_240_150_55
487,2019-11-25,Memory Match Saga - Expansion Pack 14,,,https://store.steampowered.com/app/1200940/Memory_Match_Saga__Expansion_Pack_14/?snr=1_7_7_240_150_55
488,2019-11-25,Memory Match Saga - Expansion Pack 12,,,https://store.steampowered.com/app/1200820/Memory_Match_Saga__Expansion_Pack_12/?snr=1_7_7_240_150_55
489,2019-11-25,Memory Match Saga - Expansion Pack 11,,,https://store.steampowered.com/app/1200470/Memory_Match_Saga__Expansion_Pack_11/?snr=1_7_7_240_150_55
490,2019-11-25,The Blitzkrieg: Weapons of War,,,https://store.steampowered.com/app/1141390/The_Blitzkrieg_Weapons_of_War/?snr=1_7_7_240_150_55
491,2019-11-25,CryoFall - Soundtrack,,,https://store.steampowered.com/app/1178320/CryoFall__Soundtrack/?snr=1_7_7_240_150_55
492,2019-11-25,NUVAVULT,,,https://store.steampowered.com/app/1171160/NUVAVULT/?snr=1_7_7_240_150_55
493,2019-11-25,Little Red Riding Hood,,,https://store.steampowered.com/app/1152870/Little_Red_Riding_Hood/?snr=1_7_7_240_150_57
494,2019-11-26,Overdungeon - Mr.Almighty (Card Pack),93.0,15.0,https://store.steampowered.com/app/1194470/Overdungeon__MrAlmighty_Card_Pack/?snr=1_7_7_240_150_55
495,2019-11-26,Shine's Adventures 6 (Go! Girls),90.0,21.0,https://store.steampowered.com/app/1175470/Shines_Adventures_6_Go_Girls/?snr=1_7_7_240_150_55
496,2019-11-26,Atari Vault - 50 Game Add-On Pack,83.0,24.0,https://store.steampowered.com/app/1104680/Atari_Vault__50_Game_AddOn_Pack/?snr=1_7_7_240_150_55
497,2019-11-26,Project Hospital - Doctor Mode,96.0,58.0,https://store.steampowered.com/app/1149760/Project_Hospital__Doctor_Mode/?snr=1_7_7_240_150_55
498,2019-11-26,境界 Dice&Fighter,68.0,87.0,https://store.steampowered.com/app/1191680/_DiceFighter/?snr=1_7_7_240_150_55
499,2019-11-26,Jurassic World Evolution: Raptor Squad Skin Collection,87.0,99.0,https://store.steampowered.com/app/1144420/Jurassic_World_Evolution_Raptor_Squad_Skin_Collection/?snr=1_7_7_240_150_55
500,2019-11-26,觅长生,83.0,181.0,https://store.steampowered.com/app/1189490/_/?snr=1_7_7_240_150_55
501,2019-11-26,Battle Round,,,https://store.steampowered.com/app/1166040/Battle_Round/?snr=1_7_7_240_150_55
502,2019-11-26,WIDE CROSS,,,https://store.steampowered.com/app/803800/WIDE_CROSS/?snr=1_7_7_240_150_55
503,2019-11-26,Fantasy Monarch,,,https://store.steampowered.com/app/949680/Fantasy_Monarch/?snr=1_7_7_240_150_55
504,2019-11-26,Memory Match Saga - Expansion Pack 15,,,https://store.steampowered.com/app/1201010/Memory_Match_Saga__Expansion_Pack_15/?snr=1_7_7_240_150_55
505,2019-11-27,探险与魔法,73.0,15.0,https://store.steampowered.com/app/1184330/_/?snr=1_7_7_240_150_54
506,2019-11-27,欢迎来到猫咪花园（Welcome To Cathouse）,52.0,21.0,https://store.steampowered.com/app/1079330/Welcome_To_Cathouse/?snr=1_7_7_240_150_54
507,2019-11-27,Unitied,100.0,28.0,https://store.steampowered.com/app/1184900/Unitied/?snr=1_7_7_240_150_54
508,2019-11-27,Takenoko,47.0,40.0,https://store.steampowered.com/app/865160/Takenoko/?snr=1_7_7_240_150_54
509,2019-11-27,Ruthless Conquest,82.0,56.0,https://store.steampowered.com/app/1193550/Ruthless_Conquest/?snr=1_7_7_240_150_54
510,2019-11-27,SD GUNDAM G GENERATION CROSS RAYS SEASON PASS,53.0,63.0,https://store.steampowered.com/app/1170814/SD_GUNDAM_G_GENERATION_CROSS_RAYS_SEASON_PASS/?snr=1_7_7_240_150_54
511,2019-11-27,Re-O-Ri,93.0,65.0,https://store.steampowered.com/app/958750/ReORi/?snr=1_7_7_240_150_54
512,2019-11-27,SD GUNDAM G GENERATION CROSS RAYS,81.0,69.0,https://store.steampowered.com/app/728530/SD_GUNDAM_G_GENERATION_CROSS_RAYS/?snr=1_7_7_240_150_54
513,2019-11-27,Robin Hood: Country Heroes,,,https://store.steampowered.com/app/1197670/Robin_Hood_Country_Heroes/?snr=1_7_7_240_150_54
514,2019-11-27,Grid Creeps,,,https://store.steampowered.com/app/1154490/Grid_Creeps/?snr=1_7_7_240_150_54
515,2019-11-27,Tanks2.DE - T34 Pack,,,https://store.steampowered.com/app/1188730/Tanks2DE__T34_Pack/?snr=1_7_7_240_150_54
516,2019-11-27,Tanks2.DE - Starter Pack,,,https://store.steampowered.com/app/1153810/Tanks2DE__Starter_Pack/?snr=1_7_7_240_150_54
517,2019-11-27,Wood 'n Stones,,,https://store.steampowered.com/app/1118470/Wood_n_Stones/?snr=1_7_7_240_150_54
518,2019-11-27,Wars of the Roses,,,https://store.steampowered.com/app/1185950/Wars_of_the_Roses/?snr=1_7_7_240_150_54
519,2019-11-27,闇行者 Dark Xingzer,,,https://store.steampowered.com/app/919440/_Dark_Xingzer/?snr=1_7_7_240_150_54
520,2019-11-27,Gang of Four,,,https://store.steampowered.com/app/350300/Gang_of_Four/?snr=1_7_7_240_150_54
521,2019-11-27,The Dis-United States Of America,,,https://store.steampowered.com/app/1193420/The_DisUnited_States_Of_America/?snr=1_7_7_240_150_54
522,2019-11-27,The Dis-United States Of America,,,https://store.steampowered.com/app/1193420/The_DisUnited_States_Of_America/?snr=1_7_7_240_150_55
523,2019-11-28,Roman Adventures: Britons. Season 2,100.0,17.0,https://store.steampowered.com/app/1130990/Roman_Adventures_Britons_Season_2/?snr=1_7_7_240_150_54
524,2019-11-28,Ostalgie: Fall of the Curtain,83.0,24.0,https://store.steampowered.com/app/1034970/Ostalgie_Fall_of_the_Curtain/?snr=1_7_7_240_150_54
525,2019-11-28,Dandy Dungeon - Legend of Brave Yamada -,91.0,35.0,https://store.steampowered.com/app/1138970/Dandy_Dungeon__Legend_of_Brave_Yamada/?snr=1_7_7_240_150_44
526,2019-11-28,Dandy Dungeon - Legend of Brave Yamada -,91.0,35.0,https://store.steampowered.com/app/1138970/Dandy_Dungeon__Legend_of_Brave_Yamada/?snr=1_7_7_240_150_54
527,2019-11-28,Biker Garage: Mechanic Simulator,73.0,311.0,https://store.steampowered.com/app/989770/Biker_Garage_Mechanic_Simulator/?snr=1_7_7_240_150_54
528,2019-11-28,Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: India,,,https://store.steampowered.com/app/1088488/Jigsaw_Puzzle_Pack__Pixel_Puzzles_Ultimate_India/?snr=1_7_7_240_150_54
529,2019-11-28,Pax Ruthenia,,,https://store.steampowered.com/app/1162880/Pax_Ruthenia/?snr=1_7_7_240_150_54
530,2019-11-28,Memory Match Saga - Expansion Pack 13,,,https://store.steampowered.com/app/1200830/Memory_Match_Saga__Expansion_Pack_13/?snr=1_7_7_240_150_54
531,2019-11-29,Draft Day Sports: Pro Basketball 2020,45.0,11.0,https://store.steampowered.com/app/1196260/Draft_Day_Sports_Pro_Basketball_2020/?snr=1_7_7_240_150_54
532,2019-11-29,No-brainer Heroes 挂机吧！勇者,65.0,20.0,https://store.steampowered.com/app/1097420/Nobrainer_Heroes/?snr=1_7_7_240_150_54
533,2019-11-29,Naval Action - Leopard,79.0,24.0,https://store.steampowered.com/app/1143890/Naval_Action__Leopard/?snr=1_7_7_240_150_54
534,2019-11-29,Dairy Princess,91.0,49.0,https://store.steampowered.com/app/1168430/Dairy_Princess/?snr=1_7_7_240_150_54
535,2019-11-29,SwarmZ,62.0,187.0,https://store.steampowered.com/app/1174720/SwarmZ/?snr=1_7_7_240_150_54
536,2019-11-29,Toby's Island,,,https://store.steampowered.com/app/331430/Tobys_Island/?snr=1_7_7_240_150_54
