date,name,pos_percentage,voters_count,url
2019-09-27,Night Furries - Wallpapers,,,https://store.steampowered.com/app/1161380/Night_Furries__Wallpapers/?snr=1_7_7_240_150_60
2019-09-27,Lenin - The Lion Official Soundtrack,,,https://store.steampowered.com/app/1157210/Lenin__The_Lion_Official_Soundtrack/?snr=1_7_7_240_150_60
2019-09-29,"Soul at Stake - ""British Beauty"" Sophia's Dress",,,https://store.steampowered.com/app/1166170/Soul_at_Stake__British_Beauty_Sophias_Dress/?snr=1_7_7_240_150_60
2019-09-29,"Soul at Stake - ""First Memory"" The Phantom's Dress",,,https://store.steampowered.com/app/1166171/Soul_at_Stake__First_Memory_The_Phantoms_Dress/?snr=1_7_7_240_150_60
2019-09-30,The Other: Airi's Adventure,100.0,10.0,https://store.steampowered.com/app/998270/The_Other_Airis_Adventure/?snr=1_7_7_240_150_60
2019-09-30,救赎抉择Resurrection,100.0,10.0,https://store.steampowered.com/app/1144270/Resurrection/?snr=1_7_7_240_150_60
2019-09-30,幸存者 / The Survivor,78.0,14.0,https://store.steampowered.com/app/1139000/__The_Survivor/?snr=1_7_7_240_150_60
2019-09-30,Heroes of a Broken Land 2,92.0,14.0,https://store.steampowered.com/app/1006140/Heroes_of_a_Broken_Land_2/?snr=1_7_7_240_150_60
2019-09-30,The Parenting Simulator,92.0,28.0,https://store.steampowered.com/app/1233720/The_Parenting_Simulator/?snr=1_7_7_240_150_40
2019-09-30,The Parenting Simulator,92.0,28.0,https://store.steampowered.com/app/1233720/The_Parenting_Simulator/?snr=1_7_7_240_150_40
2019-09-30,Cube World,40.0,100.0,https://store.steampowered.com/app/1128000/Cube_World/?snr=1_7_7_240_150_60
2019-09-30,Lost,82.0,102.0,https://store.steampowered.com/app/1126290/Lost/?snr=1_7_7_240_150_60
2019-09-30,Kingdom Of Rhea,50.0,113.0,https://store.steampowered.com/app/1033700/Kingdom_Of_Rhea/?snr=1_7_7_240_150_60
